课程号,课程名,课序号,学时,学分,老师
JZSJ400748,临床教学实习,01,0,16,马兴
JZSJ400948,基础科研训练,01,0,2,吕海侠
JZSJ400948,基础科研训练,02,0,2,吕海侠
JZSJ900148,专业实习,01,160,4,吕海侠
JZSJ900348,临床药学专题实习,01,400,10,"张抗怀,封卫毅"
JZSJ901048,口腔基础技能训练,01,80,2,"裴丹丹,王方,侯琳娜,张雨萌"
JZSJ901048,口腔基础技能训练,02,80,2,"裴丹丹,王方,侯琳娜,张雨萌"
JZSJ901148,社区护理实习,01,80,1,郭晓元
JZSJ901948,外科生产实习Ⅰ,01,720,18,马兴
JZSJ901948,外科生产实习Ⅰ,02,720,18,种铁
JZSJ901948,外科生产实习Ⅰ,03,720,18,马兴
JZSJ901948,外科生产实习Ⅰ,04,720,18,种铁
JZSJ901948,外科生产实习Ⅰ,05,720,18,马兴
JZSJ901948,外科生产实习Ⅰ,06,720,18,种铁
JZSJ902048,口腔外科生产实习,01,640,16,"裴丹丹,王方,侯琳娜,张雨萌"
JZSJ902048,口腔外科生产实习,02,640,16,"裴丹丹,王方,侯琳娜,张雨萌"
JZSJ902248,传染科生产实习,01,120,3,王渊
JZSJ902548,内科生产实习Ⅲ,01,560,14,王渊
JZSJ902848,妇产科生产实习Ⅰ,01,240,6,李雪兰
JZSJ902848,妇产科生产实习Ⅰ,03,240,6,李雪兰
JZSJ902848,妇产科生产实习Ⅰ,04,240,6,周戬平
JZSJ902848,妇产科生产实习Ⅰ,05,240,6,李雪兰
JZSJ902848,妇产科生产实习Ⅰ,06,240,6,周戬平
JZSJ902948,儿科生产实习,01,120,3,王渊
MAGT400142,药事管理学,01,48,3,"方宇,冯变玲,姜明欢,常捷,杨才君"
MATL400148,口腔材料学,01,32,1.5,"雷波,邓晓红,肖敏,孙雪飞,党薇"
NURS300248,护理人文素养,01,48,2.5,"周凯娜,方华,王小琴,杨磊"
NURS300248,护理人文素养,02,48,2.5,"周凯娜,方华,王小琴,杨磊"
NURS300448,健康评估,01,64,3,"施齐芳,吕爱莉,李宁,王婧"
NURS300548,护理教育学,01,30,1.5,"李津,高睿"
NURS300748,护理学导论,01,48,2.5,"李小妹,李津,张婧珺,杨磊,周凯娜"
NURS300848,基础护理学-1,01,72,3,"王娣妙,高睿,郭晓元,张迎,米晓芬"
NURS400248,护理研究,01,28,1.5,"蒋文慧,方华,杨磊,王小琴"
NURS400447,老年护理学,01,24,1.5,"顾炜,张迎"
NURS400448,护理管理学,01,28,1.5,"张银萍,顾炜"
NURS400548,急危重症护理学,01,32,1.5,"张银萍,顾炜"
NURS400648,外科护理学 Ⅱ,01,72,3.5,"高睿,李津,罗艳,吴娜"
NURS401048,内科护理学 Ⅱ,01,72,3.5,"李宁,吕爱莉,施齐芳,王婧"
NURS401248,精神健康与心理护理,01,48,2.5,"郭丽阳,马明芳,伏炜,李雅妹,周莉娜,姜文慧,贾敏,文炳龙"
NURS500248,人工智能与护理,01,16,1,"杨磊,张婧珺,张迎"
NURS500348,护理信息学,01,40,2,"张迎,张婧珺,周凯娜,杨磊,李梦驰"
PHMA300348,生药学,01,64,3,"牛晓峰,王戌梅,刘霞,高昕,展颖转,周涛"
PHMA300448,药物分析,01,64,3,"侯晓芳,解笑瑜,景王慧,郝旖"
PHMA300548,药物流行病学,01,24,1.5,"吴谦,王丽荣,沈明望,齐欣,张天啸"
PHMA300648,生物药剂学,01,40,2,"李维凤,张彦民,韩省力,张沛沛,董凯"
PHMA303842,波谱解析,01,40,2.5,"朱宇红,张新新,张海龙"
PHMA304042,有机化合物波谱解析,01,40,2.5,"张卉,詹冠群,郭增军"
PHMA400542,药物分析学,01,80,4,"曾爱国,南冠君,罗智敏,景王慧"
PHMA401042,工业药剂学,01,84,4,"李维凤,高阳,王珂,邢建峰"
PHMA401142,化学制药工艺学,01,64,3,"魏晓峰,潘晓艳,毛帅"
PHMA401948,天然药物化学,01,48,3,"郭增军,张卉,朱宇红,詹冠群,张海龙,张新新"
PHMA402048,药剂学,01,100,4.5,"邢建峰,李维凤,王珂,张继业,董凯"
PHMA402148,临床药物治疗学各论 Ⅱ,01,80,4,"杨乾婷,张丽娜,李亚,杨鑫,谢姣,赵文娜,余静洁,鲍和,逯星竹"
PHMA402248,临床药物治疗学各论 Ⅰ,01,80,4,"王海涛,鲍和,季美汐,王娜,李莎,张莉,康力敏,谢姣,李友佳,王岩,马新文,杨乾婷"
PHMA402348,工业药物分析,01,64,3,"曾爱国,罗智敏,景王慧,韩省力,张彦民,张涛"
PHMA402848,药物合成反应,01,64,4,"黄渊,辛敏行,朱云博,张杰"
PHMA403048,药用植物学实验,01,32,1,"牛晓峰,高昕,刘霞,王戌梅"
PHMA403848,药用植物学,01,24,1.5,"牛晓峰,高昕,刘霞,王戌梅"
PHMA405148,药物合成反应实验,01,46,1.5,"魏晓峰,黄渊"
PHMA500342,生药显微鉴定技术,01,28,1,"王戌梅,牛晓峰,刘霞"
PHMA500442,临床药物治疗学,01,32,2,"王陶陶,马文兵,游翠玉,景临林"
PHMA500448,药物设计学,01,24,1.5,"李义平,毛帅"
PHMA500542,药学研究进展,01,32,2,"方宇,罗文娟,张继业,张新新,解笑瑜,侯晓芳,包涛,张杰,周涛,景王慧"
PHMA500642,分子生药学,01,36,1.5,"王戌梅,张涛,冯力,周涛"
PHMA500648,药物分离与检测科学,01,24,1.5,"侯晓芳,郝旖,景王慧,魏芬"
PHMA500948,药品生产质量管理,01,18,1,"姜明欢,方宇,赵明月"
PHYS200148,生物物理学,01,32,2,"吴春生,杜立萍,陈炜,蔡文,张德文,杜宝吉,王健"
PHYS200148,生物物理学,02,32,2,"吴春生,杜立萍,陈炜,蔡文,张德文,杜宝吉,王健"
PSYL300447,护理心理学基础,01,56,3,"张银萍,顾炜"
PUBH300348,临床营养学,01,24,1.5,"于燕,程悦"
PUBH400241,卫生化学,01,56,2.5,"韩蓓,孔利云,祁菲菲,程悦"
PUBH400341,卫生毒理学,01,64,3,"石兴民,安菲菲,李静"
PUBH400441,卫生微生物学,01,40,2,"薛晚利,孔利云"
PUBH400541,数据管理与分析,01,32,1.5,"吴谦,沈明望,张天啸,肖生彬"
STAT300141,生物统计学,01,32,1.5,"赵亚玲,李强"
STAT400141,生物统计学,01,96,4.5,"李强,李超,杨姣梅,陈方尧"
STOM060146,口腔医学导论,01,16,1,"董茜茜,董炜疆,虎小毅,侯玉霞,牛林,陈悦,高江红,刘中博"
STOM400948,口腔生物学,01,40,2,"许丹,李昂,裴丹丹,高江红,孟昊天,刘瑾,刘中博"
STOM402048,牙周病学Ⅰ,01,24,1.5,"刘瑾,周欢,赵晓丹,张佳喻,苗棣"
STOM402148,全口义齿修复学,01,80,3,"牛林,李蕴聪,赵巍,汪鹏,牛昱"
STOM402248,牙体手术学,01,48,2,"董茜茜,刘青,刘文静,傅姗琦,王小勤,方高峰,薛云鹏"
STOM402348,牙合学,01,24,1,"王爽,亓坤,王方"
STOM402448,口腔放射诊断学,01,40,2,"虎小毅,苗棣,王涛,方高峰,李立峰,廖立凡,杨柳小溪,吕成鹏,郭治辰"
STOM402548,社区牙科学,01,48,2,"田剑刚,高江红,张斌,陈诚,张月"
STOM402648,牙髓病学Ⅱ,01,80,3.5,"董茜茜,薛云鹏,方高峰,刘文静,王小勤,牛玉梅,关晓月,傅姗琦,冯睿"
STOM402948,口腔颌面外科学Ⅲ,01,60,2.5,"马思维,李旭奎,毕思思,郭治辰"
STOM403148,口腔病理学,01,56,2.5,"辛颖,齐红,张佳"
STOM403348,口腔正畸学,01,104,4.5,"王菲,邹蕊,侯玉霞,王爽,郭昱成,程姝丽,赵华翔,乔虎,邹薇,杨宇轩,王丽颖,普盼君,吉玲玲,鲍庆红"
STOM403448,口腔种植学,01,20,1,"周秦,贺龙龙,廖立凡,赵宁波"
STOM403648,牙体形态学,01,78,3,孙慧玲
STOM403848,儿童牙病学Ⅱ,01,44,2,"肖刚,董宁,刘飞"
STOM404048,口腔颌面外科学Ⅰ,01,90,4.5,"李旭奎,那思家,杨柳小溪,许方方"
STOM404248,固定义齿修复学Ⅰ,01,80,3,"裴丹丹,甘婧,韩影,党薇,贺敏"
STOM405048,口腔解剖生理学,01,40,1.5,"董炜疆,孙慧玲,王文斯,郭瑜鑫"
STOM405148,口腔修复学,01,148,6,"牛林,裴丹丹,胡波,赵巍,甘婧,何治一,董少杰,张鹏,梁蓓蕾,王珍珍,王文斯,逯宜,李蕴聪"
STOM405248,黏膜病学,01,20,1,"张佳,李琼华,董凯"
STOM405548,口腔医学教育创新,01,16,1,"裴丹丹,王方,侯琳娜,张雨萌,亓坤,张智勇"
STOM405548,口腔医学教育创新,02,16,1,"裴丹丹,王方,亓坤,侯琳娜,张雨萌,张智勇"
STOM405648,合学,01,40,2,"王爽,亓坤,孙慧玲,王方"
STOM405748,口腔正畸学,01,56,2.5,"邹蕊,侯玉霞,郭昱成,王菲,王爽,乔虎,管丽敏,王丽颖,赵华翔,程姝丽,普盼君,邹薇,杨宇轩"
STOM405948,口腔组织病理学I,01,40,1.5,"李淑薇,齐红,辛颖,张佳"
STOM406148,牙周病学,01,56,2.5,"李昂,苗棣,朱春晖,陈悦,司薇杭,张佳喻,申丁,赵晓丹,张斌"
JZSJ400130,氢储能系统设计-2,01,104,3.5,李印实
JZSJ400230,热质储能系统设计-2,01,104,3.5,席奂
CHEM200429,化学专业导论课,01,16,1,"肖春辉,魏巍,张彦峰,丁书江,孙源慧,杨鸿辉,苏亚琼,成一龙"
CHEM200529,物理及化学基础实验,01,64,2,"白艳红,向丹,朱敏"
CHEM200629,基础化学Ⅰ,01,32,2,李健军
CHEM201129,无机化学Ⅰ-2,01,32,2,"张雯,李瑜"
STOM405648,合学,01,40,2,"王爽,亓坤,孙慧玲,王方"
STOM405748,口腔正畸学,01,56,2.5,"邹蕊,侯玉霞,郭昱成,王菲,王爽,乔虎,管丽敏,王丽颖,赵华翔,程姝丽,普盼君,邹薇,杨宇轩"
STOM405948,口腔组织病理学I,01,40,1.5,"李淑薇,齐红,辛颖,张佳"
STOM406148,牙周病学,01,56,2.5,"李昂,苗棣,朱春晖,陈悦,司薇杭,张佳喻,申丁,赵晓丹,张斌"
JZSJ400130,氢储能系统设计-2,01,104,3.5,李印实
JZSJ400230,热质储能系统设计-2,01,104,3.5,席奂
CHEM200429,化学专业导论课,01,16,1,"肖春辉,魏巍,张彦峰,丁书江,孙源慧,杨鸿辉,苏亚琼,成一龙"
CHEM200529,物理及化学基础实验,01,64,2,"白艳红,向丹,朱敏"
CHEM200629,基础化学Ⅰ,01,32,2,李健军
CHEM201129,无机化学Ⅰ-2,01,32,2,"张雯,李瑜"
CHEM249809,大学化学,02,48,3,"张雯,张莹"
CHEM249809,大学化学,03,48,3,张祯
CHEM249909,大学化学实验,01,32,1,郑阿群
CHEM249909,大学化学实验,02,32,1,江新兵
CHEM249909,大学化学实验,03,32,1,张莹
CHEM249909,大学化学实验,04,32,1,杜姣姣
CHEM249909,大学化学实验,05,32,1,贾钦相
CHEM249909,大学化学实验,06,32,1,李芬
CHEM249909,大学化学实验,07,32,1,王婉秦
CHEM249909,大学化学实验,08,32,1,杨国鑫
CHEM249909,大学化学实验,09,32,1,郑阿群
CHEM250109,医用有机化学,01,64,4,许昭
CHEM250109,医用有机化学,02,64,4,饶彬
CHEM250109,医用有机化学,03,64,4,李洋
CHEM250109,医用有机化学,04,64,4,白艳红
CHEM250109,医用有机化学,05,64,4,焦佼
CHEM250109,医用有机化学,06,64,4,唐玉海
CHEM250109,医用有机化学,07,64,4,孙源慧
CHEM250109,医用有机化学,08,64,4,王丽娟
CHEM250309,医用有机化学实验,01,48,1.5,李宝平
CHEM250309,医用有机化学实验,02,48,1.5,张军杰
CHEM250309,医用有机化学实验,03,48,1.5,林培玲
CHEM250309,医用有机化学实验,04,48,1.5,李宝平
CHEM250309,医用有机化学实验,05,48,1.5,吕东梅
CHEM250309,医用有机化学实验,06,48,1.5,王丽娟
CHEM250309,医用有机化学实验,07,48,1.5,李宝平
CHEM250309,医用有机化学实验,08,48,1.5,李健军
CHEM250309,医用有机化学实验,09,48,1.5,许昭
CHEM250309,医用有机化学实验,10,48,1.5,林培玲
CHEM250309,医用有机化学实验,11,48,1.5,白艳红
CHEM250309,医用有机化学实验,12,48,1.5,李健军
CHEM250309,医用有机化学实验,13,48,1.5,李健军
CHEM250309,医用有机化学实验,14,48,1.5,许昭
CHEM250309,医用有机化学实验,15,48,1.5,许昭
CHEM250309,医用有机化学实验,16,48,1.5,林培玲
CHEM250309,医用有机化学实验,17,48,1.5,张向荣
CHEM250309,医用有机化学实验,18,48,1.5,王丽娟
CHEM250309,医用有机化学实验,19,48,1.5,李宝平
CHEM250309,医用有机化学实验,20,48,1.5,李健军
CHEM250309,医用有机化学实验,21,48,1.5,白艳红
CHEM250309,医用有机化学实验,22,48,1.5,师仁义
CHEM250309,医用有机化学实验,23,48,1.5,许昭
CHEM250309,医用有机化学实验,24,48,1.5,刘宏浪
CHEM250309,医用有机化学实验,25,48,1.5,王丽娟
CHEM250309,医用有机化学实验,26,48,1.5,许昭
CHEM250309,医用有机化学实验,27,48,1.5,张向荣
CHEM250309,医用有机化学实验,28,48,1.5,李健军
CHEM250309,医用有机化学实验,29,48,1.5,卢轩
CHEM250309,医用有机化学实验,30,48,1.5,张东阳
CHEM250309,医用有机化学实验,31,48,1.5,刘宏浪
CHEM250309,医用有机化学实验,32,48,1.5,张向荣
CHEM250309,医用有机化学实验,33,48,1.5,卢轩
CHEM250309,医用有机化学实验,34,48,1.5,师仁义
CHEM250309,医用有机化学实验,35,48,1.5,王丽娟
CHEM250309,医用有机化学实验,36,48,1.5,王丽娟
CHEM250309,医用有机化学实验,37,48,1.5,吕东梅
CHEM250509,普通化学原理-2,01,64,3,胡敏
CHEM250809,物理化学Ⅲ,01,112,5.5,"李骁勇,吴勇"
CHEM250809,物理化学Ⅲ,02,112,5.5,魏巍
CHEM250909,物理化学Ⅱ,01,64,4,岳岭
CHEM251109,有机化学Ⅲ,01,48,3,郭丽娜
CHEM251109,有机化学Ⅲ,02,48,3,高品
CHEM251109,有机化学Ⅲ,03,48,3,王婉秦
CHEM251309,无机与分析化学实验,01,32,1,向丹
CHEM251309,无机与分析化学实验,02,32,1,高培红
CHEM251309,无机与分析化学实验,03,32,1,韩甜
CHEM251309,无机与分析化学实验,04,32,1,梁军艳
CHEM251409,无机与分析化学,01,48,3,李银环
CHEM251409,无机与分析化学,02,48,3,杨晓龙
CHEM252309,储能化学基础实验-2,01,16,0.5,王耿
CHEM252409,储能化学基础-2,01,48,3,"高国新,周桂江,肖春辉"
CHEM300729,分析化学Ⅰ,01,32,2,李银环
CHEM300729,分析化学Ⅰ,02,32,2,漆贺同
CHEM300829,分析化学实验Ⅰ,01,32,1,高瑞霞
CHEM300829,分析化学实验Ⅰ,02,32,1,高瑞霞
CHEM300829,分析化学实验Ⅰ,03,32,1,李银环
CHEM301129,无机化学实验Ⅰ-2,01,64,2,张雯
CHEM301129,无机化学实验Ⅰ-2,02,64,2,胡敏
CHEM301129,无机化学实验Ⅰ-2,03,64,2,张雯
CHEM301129,无机化学实验Ⅰ-2,04,64,2,胡敏
CHEM301229,现代仪器分析,01,48,3,梁军艳
CHEM301329,有机化学I-2,01,64,4,段新华
CHEM301629,物理化学,01,56,3.5,卜腊菊
CHEM301729,分析化学实验Ⅱ,01,32,1,李银环
CHEM320309,现代仪器分析,01,40,2.5,胡敏
CHEM320409,现代仪器分析实验,01,32,1,"郑阿群,张军杰"
CHEM320409,现代仪器分析实验,02,32,1,"郑阿群,张军杰"
CHEM320409,现代仪器分析实验,03,32,1,"郑阿群,张军杰"
CHEM320409,现代仪器分析实验,04,32,1,"胡敏,丁大伟"
CHEM320409,现代仪器分析实验,05,32,1,"胡敏,丁大伟"
CHEM320409,现代仪器分析实验,06,32,1,"杜姣姣,李芬"
CHEM320409,现代仪器分析实验,07,32,1,"杜姣姣,李芬"
CHEM320409,现代仪器分析实验,08,32,1,"杜姣姣,李芬"
CHEM320409,现代仪器分析实验,09,32,1,"胡敏,丁大伟"
CHEM320409,现代仪器分析实验,10,32,1,"杨国鑫,杨帆"
CHEM320409,现代仪器分析实验,11,32,1,"杨国鑫,杨帆"
CHEM340309,物理化学Ⅱ,01,32,2,苏亚琼
CHEM340309,物理化学Ⅱ,02,32,2,王栋东
CHEM340709,Organic Chemistry,01,64,4,"白艳红,焦佼,徐四龙,李洋"
CHEM341909,物理化学实验-1,01,32,1,王耿
CHEM341909,物理化学实验-1,02,32,1,王耿
CHEM341909,物理化学实验-1,03,32,1,王栋东
CHEM341909,物理化学实验-1,04,32,1,王耿
CHEM341909,物理化学实验-1,05,32,1,岳岭
CHEM341909,物理化学实验-1,06,32,1,王耿
CHEM341909,物理化学实验-1,07,32,1,岳岭
CHEM341909,物理化学实验-1,08,32,1,吴勇
CHEM341909,物理化学实验-1,09,32,1,岳岭
CHEM341909,物理化学实验-1,11,32,1,吴勇
CHEM341909,物理化学实验-1,12,32,1,王栋东
CHEM341909,物理化学实验-1,13,32,1,王耿
CHEM342009,有机化学实验-1,01,32,1,王婉秦
CHEM342009,有机化学实验-1,02,32,1,熊礼龙
CHEM342009,有机化学实验-1,03,32,1,朱敏
CHEM342009,有机化学实验-1,04,32,1,熊礼龙
CHEM342009,有机化学实验-1,05,32,1,王婉秦
CHEM342009,有机化学实验-1,06,32,1,马鹏琛
CHEM342009,有机化学实验-1,07,32,1,张莹
CHEM342009,有机化学实验-1,08,32,1,朱敏
CHEM342009,有机化学实验-1,09,32,1,王婉秦
CHEM342209,物理化学Ⅰ-1,01,64,4,"赵翔,魏巍,李骁勇,王栋东"
CHEM342409,有机化学实验-2,01,80,2.5,高品
CHEM342409,有机化学实验-2,02,80,2.5,王卫林
CHEM342409,有机化学实验-2,03,80,2.5,张军杰
CHEM342409,有机化学实验-2,04,80,2.5,张军杰
CHEM342409,有机化学实验-2,05,80,2.5,"白艳红,马鹏琛"
CHEM343409,储能原理-1,01,48,3,"高国新,丁书江"
CHEM400129,高等分析化学,01,32,2,高瑞霞
CHEM400229,化学绘图基础,01,32,2,周桂江
CHEM400329,有机合成化学,01,32,2,郭丽娜
CHEM400829,电化学基础,01,32,2,肖春辉
CHEM401329,有机光电原理及应用,01,32,2,"周桂江,杨晓龙,王栋东,孙源慧"
CHEM401529,能源化学创新实验,01,48,1.5,高国新
CHEM401929,合成化学创新实验,01,48,1.5,高国新
CHEM450709,配位化学,01,32,2,卜腊菊
CHEM451109,材料化学基础,01,32,2,于德梅
CHEM451209,化学生物学基础,01,32,2,孙杨
CHEM451709,高分子化学,01,32,2,"成一龙,张彦峰"
CHEM451709,高分子化学,02,32,2,"张彦峰,成一龙"
CHEM451809,无机制备化学,01,32,2,"梁军艳,熊礼龙"
CHEM451909,电化学基础,01,48,3,肖春辉
CHEM452109,高分子物理,01,32,2,"井新利,王淑娟"
CHEM500409,应用电化学,01,32,2,徐明
CHEM500529,有机结构分析,01,32,2,胡明友
CHEM500709,绿色化学,01,32,2,王优良
CHEM500829,量子化学,01,48,3,岳岭
CORE100209,化学与人类文明,01,32,2,"张雯,李静"
CORE100209,化学与人类文明,02,32,2,"张雯,李静"
CORE100209,化学与人类文明,03,32,2,王丽娟
CORE100209,化学与人类文明,04,32,2,许昭
CORE100209,化学与人类文明,05,32,2,郝旖
GNED100209,分析化学与社会发展,01,32,2,"许昭,王婉秦"
GNED100209,分析化学与社会发展,02,32,2,"许昭,王婉秦"
GNED100209,分析化学与社会发展,03,32,2,"许昭,王婉秦"
GNED100229,化美生活——化妆品赏析与探秘,01,40,2,"张雯,林培玲,张彦峰"
GNED100229,化美生活——化妆品赏析与探秘,02,40,2,"成一龙,龚红红,林培玲"
GNED100229,化美生活——化妆品赏析与探秘,03,40,2,"林培玲,葛治伸,王淑娟"
GNED100229,化美生活——化妆品赏析与探秘,04,40,2,"林培玲,张彦峰,焦佼"
GNED100329,认知觉醒,01,16,1,"王美玲,徐慧,张志成"
GNED100329,认知觉醒,02,16,1,李健军
GNED100429,《元素的盛宴》导读,01,16,1,吕东梅
GNED100529,美食与化学,01,32,2,"张磊,郑红,赵翔"
JZSJ900109,科研训练-3,01,32,1,吕东梅
JZSJ900109,科研训练-3,02,32,1,吕东梅
JZSJ900109,科研训练-3,03,32,1,吕东梅
ARCH400231,建筑类型学,01,48,3,"LuigiMarioSpinelli,徐怡珊"
ARCH400331,数字空间表现基础（英）,01,32,2,"AlessandroScandiffio,张骞"
ARCH400631,建筑技术基础,01,48,3,"AnnaDallaValle,徐钰彬"
ARCH400931,建筑设计-4,01,112,6,"徐怡珊,StamatinaKousidi,FrancescaZanotto"
ARCH400931,建筑设计-4,02,112,6,王兵
ARCH400931,建筑设计-4,03,112,6,王毛真
ARCH400931,建筑设计-4,04,112,6,王琪
ARCH400931,建筑设计-4,05,112,6,虞春隆
ARCH400931,建筑设计-4,06,112,6,冯伟
ARCH400931,建筑设计-4,07,112,6,贾建东
ARCH400931,建筑设计-4,08,112,6,王少锐
ARCH400931,建筑设计-4,09,112,6,王欣
ARCH400931,建筑设计-4,10,112,6,翟斌庆
ARCH400931,建筑设计-4,11,112,6,
ARCH401331,建筑物理,01,64,4,"GiulianoDall'O',王赞社"
ARCH401531,景观规划设计原理,01,24,1.5,杨晗孜
ARCH402031,城市规划原理,01,32,2,"ZacharyMarkJones,曹象明"
ARCH402431,建筑技术工坊,01,48,3,"徐钰彬,SalvatoreViscuso"
ARCH402531,建筑设计-2,01,96,4,"竺剡瑶,GerardoSemprebon,FabriziaBerlingieri"
ARCH402531,建筑设计-2,02,96,4,戴靓华
ARCH402531,建筑设计-2,03,96,4,雷耀丽
ARCH402531,建筑设计-2,04,96,4,崔陇鹏
ARCH402531,建筑设计-2,05,96,4,陈敬
ARCH402531,建筑设计-2,06,96,4,贾建东
ARCH402531,建筑设计-2,07,96,4,何静
ARCH402531,建筑设计-2,08,96,4,徐钰彬
ARCH500331,风景园林史,01,32,2,"张冬冬,NerantziaTzortzi"
ARCH500431,历史建筑保护概论,01,48,3,"ValeriaNatalinaPracchi,徐怡珊"
ARCH500831,场地设计原理,01,24,1.5,王非
ARCH501031,建筑测绘,01,32,2,"YEO SOK YEE,FrancescoFassi"
ARCH502031,人居环境与社会调查,01,40,2,张硕英
ARCH502131,海绵城市规划与设计,01,32,2,甄蒙
INDE400231,产品生命周期管理（英）,01,32,2,SERGIOTERZI
INDE400631,概念建模工具,01,64,3,FaustoBrevi
INDE400731,产品设计创新材料,01,32,2,"ValentinaRognoli,杨眉"
INDE400931,高级三维建模,01,64,3,"PietroPiazzolla,乔木"
INDE401031,产品设计基础I,01,48,2,"PatriziaBolzan,杨延璞"
INDE401431,设计符号学,01,32,2,"李宏伟,董琪"
INDE401531,虚拟现实技术,01,40,2,"郑帅,王飞"
INDE401631,人机交互技术与设计应用,01,40,2,"李晓玲,孙佳佳,王晶"
INDE401931,设计思维与实践,01,48,2,"李宏伟,李萌,张德文"
INDE500231,设计与建筑美学,01,32,2,"李晓玲,齐应涛"
INDE500431,智慧产品设计,01,32,2,"VenereFerraro,雷思梦"
INDE500631,数据科学方法和工具,01,32,2,"FrancescoPierri,王硕"
INDE500731,工程与功能材料,01,32,2,"杨森,赵铭姝,田方华,周超"
INDE500831,机器学习导论,01,40,2,庞善民
INDE900231,设计实践-2,01,64,2,ValentinaRognoli
INDE900231,设计实践-2,02,64,2,ValentinaRognoli
INDE900231,设计实践-2,03,64,2,"杨眉,ValentinaRognoli"
INDE900731,设计实践-5,01,64,2,"PatriziaBolzan,杨增耀"
INDE900731,设计实践-5,02,64,2,"PatriziaBolzan,张煜"
INDE900731,设计实践-5,03,64,2,PatriziaBolzan
CORE100151,经济学导论,02,32,2,秦波涛
CORE100251,经济学的思维方式,01,32,2,俞炜华
CORE100351,华尔街如何管理金融风险：交大财富课,01,32,2,张国平
ECND300351,中级微观经济学Intermediate Microeconomics,01,64,4,周翔翼
ECND300451,中级宏观经济学Intermediate Macroeconomics,01,64,4,张一
ECND400651,产业经济学Industrial Economics,01,48,3,郭誉森
ECND400951,时间序列分析Time Series Analysis,01,48,3,Jae-Yoon Kim
FINA300851,金融学原理,01,48,3,赵媛
FINA400251,货币银行学Money and Banking,01,32,2,侯晓辉
FINA400351,金融市场学,01,32,2,周翔翼
FINA500251,金融风险管理Financial Risk Management,01,32,2,张国平
GNED100151,经济学与社会,01,16,1,俞炜华
GNED100251,经济学与历史,02,32,2,俞炜华
XJLU300251,Essentials Of Finance,01,150,5,李晶
XJLU300351,Introduction To Macroeconomics,01,150,5,张一
XJLU400351,Maths for Economics and Business,01,150,5,"胡琳,Jae-Yoon Kim"
GNED100132,改变世界的十二个发现,02,32,2,赵一凡
INSM000132,测控技术导论,01,16,1,"杨青,汤晓君"
INSM000232,智能感知工程导论,01,16,1,王琛英
INSM300132,工程光学-2,01,32,2,王昭
INSM300132,工程光学-2,02,32,2,贾书海
INSM300132,工程光学-2,03,32,2,王昭
INSM400132,MEMS技术及应用,01,40,2,韩枫
INSM400132,MEMS技术及应用,02,40,2,"韩枫,卢德江"
INSM400132,MEMS技术及应用,03,40,2,"王海容,卢德江"
INSM400232,误差理论与数据处理,01,32,2,刘懿莹
INSM400232,误差理论与数据处理,02,32,2,李支康
INSM400232,误差理论与数据处理,03,32,2,李支康
AUTO040105,自动化专业概论,01,16,1,蔡远利
AUTO200527,储能系统检测与估计,01,32,2,张乐
AUTO400305,运筹学I,01,48,3,周玉洲
AUTO400305,运筹学I,02,48,3,兰钰
AUTO400305,运筹学I,03,48,3,吴江
AUTO400305,运筹学I,04,48,3,叶洪兴
AUTO400305,运筹学I,05,48,3,徐占伯
AUTO400405,运筹学II,01,32,2,鄢超波
AUTO400505,自动控制原理 I 下,01,32,2,"杨清宇,张萌"
AUTO400505,自动控制原理 I 下,02,32,2,朱洪艳
AUTO400505,自动控制原理 I 下,03,32,2,"李东鹤,武成帅"
AUTO402327,运动控制系统（钱）,01,48,2.5,刘小勇
AUTO402927,数字设计与计算机原理,01,64,4,"段战胜,孙宏滨"
AUTO402927,数字设计与计算机原理,02,64,4,"吕红强,张旭翀"
AUTO440405,系统建模与动力学分析,01,48,3,闫涛
AUTO440405,系统建模与动力学分析,02,48,3,连峰
AUTO440805,计算机网络原理与应用,01,48,2.5,杨静
AUTO441105,运动控制系统,01,40,2.5,杨旸
AUTO501027,信息物理融合能源系统,01,32,2,"管晓宏,徐占伯,吴江,刘坤,刘烃"
AUTO501227,智能信息融合,01,32,2,韩德强
AUTO501327,系统仿真与元宇宙,01,32,2,卫军胡
AUTO501627,数字设计与计算机原理专题实验,01,32,1,"刘瑞玲,刘源"
AUTO540105,过程控制与系统,01,32,2,郑辑光
AUTO540205,计算机控制技术,01,32,2,"葛思擘,胡怀中,刘小勇"
AUTO540605,工业系统综合自动化基础,01,32,2,高峰
AUTO542705,自动控制原理专题实验2,01,16,0.5,景洲
AUTO543005,“运动控制系统”专题实验,01,32,1,刘源
AUTO543105,“现代检测技术”专题实验,01,32,1,刘瑞玲
AUTO543205,“计算机控制技术”专题实验,01,32,1,景洲
AUTO543305,电子线路设计设计训练专题实验2,01,24,0.75,刘美兰
AUTO543605,过程控制与系统专题实验,01,32,1,"刘瑞玲,王莹"
AUTO545005,智能控制,01,32,2,胡怀中
AUTO545405,移动机器人,01,32,2,吕娜
AUTO545505,数字图像与视频处理,01,40,2.5,"兰旭光,张雪涛"
AUTO545605,无线传感器网络,01,32,2,姚向华
AUTO545705,网络与信息安全,01,40,2,沈超
AUTO545805,计算智能,01,32,2,柯良军
AUTO545905,导航与制导原理,01,32,2,兰剑
AUTO546205,智能机器人基础,01,32,2,曹建福
