S#,C#,GRADE
1036441,GT-79,89.7
1034406,MD-06,40.9
1034085,OL-51,70.5
1035984,EC-16,37.5
1034022,LC-08,78.5
1033592,ED-36,95.1
1036208,RE-96,44.8
1035276,ED-96,84.4
1032188,NA-27,52.0
1034344,MP-35,42.3
1033964,CH-04,71.5
1035104,TS-91,43.0
1036126,SJ-25,86.2
1034551,NG-27,97.2
1035613,ED-81,71.9
1032970,IM-19,66.6
1033943,ND-60,88.3
1034661,SM-77,44.3
1036719,SM-42,38.5
1032551,GL-01,90.2
1034671,PN-26,76.5
1034663,GL-21,94.0
1033451,NG-08,83.9
1033439,FT-06,74.5
1034848,LC-48,41.5
1032619,IM-19,88.7
1032212,TH-63,93.2
1035797,TS-86,88.3
1034857,ED-88,37.9
1036818,VL-43,78.2
1032375,CH-57,96.0
1034506,TE-01,83.6
1036353,TE-46,84.4
1034506,TH-85,86.6
1033738,FT-03,45.1
1032602,GL-04,46.7
1033607,SP-28,42.2
1032408,YS-89,56.9
1033266,NG-09,71.4
1034520,TH-45,62.2
1032579,YS-76,46.8
1036045,TL-92,65.2
1036832,WS-52,67.8
1033469,GT-13,62.6
1032882,TH-18,73.1
1032712,AN-76,73.9
1033737,RE-27,49.8
1035281,ED-87,97.0
1034899,LI-91,87.3
1036781,TE-22,58.2
1033081,TS-34,89.1
1034564,TS-34,45.8
1036762,CL-12,35.7
1036779,TL-13,39.6
1035240,YS-31,68.2
1034938,ME-30,55.8
1033592,LI-15,97.8
1035361,LI-82,46.6
1034832,ED-78,59.6
1033182,ND-39,71.4
1032339,EC-92,93.2
1035744,MT-05,83.4
1033198,GT-95,71.0
1033942,FT-86,60.0
1034066,LC-78,45.8
1033311,CH-29,49.6
1035313,DE-86,96.6
1036999,ED-88,95.2
1032177,EC-39,63.2
1032644,TE-01,64.6
1033412,FT-36,77.9
1033260,RE-06,55.5
1034084,LC-86,49.2
1034041,IM-19,80.3
1036310,NG-93,62.6
1033771,LC-19,96.1
1032160,AU-01,73.9
1035512,YS-47,51.7
1035892,NA-01,37.2
1034655,GL-03,34.9
1034288,ED-60,84.4
1034181,EC-60,99.9
1032218,RS-50,94.1
1032033,RA-44,61.0
1034759,SJ-83,82.9
1034402,OM-43,63.5
1036988,IM-75,88.9
1036275,WS-57,33.3
1036267,SP-94,66.6
1033757,ED-48,95.6
1033046,TL-92,52.9
1036884,WS-57,52.6
1034942,GL-58,43.1
1036001,SJ-28,53.6
1036491,YS-52,88.4
1036995,AU-49,38.6
1034054,TL-89,72.5
1033497,IM-16,64.6
1036298,SJ-03,56.8
1035557,TE-01,31.7
1036306,MA-86,37.9
1035998,LC-42,40.3
1035044,BH-22,44.1
1034899,AN-76,62.0
1036531,GT-49,60.2
1033805,GT-40,32.2
1036433,ES-73,89.5
1035941,GT-79,73.6
1032259,CH-09,48.5
1032307,FT-86,48.0
1033800,OL-47,46.0
1036467,NA-43,85.9
1032870,TE-50,96.5
1033578,RS-14,83.4
1035756,SM-42,46.3
1034595,EC-66,43.3
1035584,DE-09,45.9
1034328,GT-10,39.8
1033587,PO-23,50.2
1032800,PO-23,91.5
1035162,ED-17,95.5
1034879,OM-49,55.9
1036119,OM-31,80.0
1032887,TE-25,94.1
1032639,SJ-83,76.1
1032763,CH-33,52.2
1033454,YS-38,51.2
1034759,ND-72,60.6
1035357,AN-76,47.2
1033762,FT-26,55.8
1035735,TE-56,79.8
1035852,NG-18,49.6
1033634,TO-29,64.8
1033101,CH-68,88.0
1033113,TH-45,43.4
1032907,VL-70,98.5
1035687,RE-80,73.6
1035327,GL-03,48.4
1036884,RS-19,32.9
1035842,IM-05,42.3
1033146,RS-32,91.5
1032568,YS-39,66.2
1033256,LC-04,31.5
1033744,CH-24,39.9
1036825,ME-47,41.2
1036774,LC-09,64.3
1032199,ES-79,41.8
1032946,YL-26,69.6
1034804,RE-27,30.6
1033466,EM-59,77.2
1033871,SM-15,60.2
1035135,PO-60,70.5
1035490,TS-67,72.3
1033023,RE-14,30.7
1032214,DE-09,49.8
1034366,SM-83,56.3
1036507,CL-51,43.5
1032870,FT-05,92.5
1036927,TE-31,61.7
1035230,TH-60,39.1
1033059,EC-10,33.7
1035770,MA-07,42.0
1034916,FT-93,43.7
1034432,CH-88,91.1
1032547,TH-43,65.0
1032720,PN-38,43.1
1036909,CL-38,43.2
1032956,OL-37,41.7
1035688,DE-84,55.6
1036238,OL-38,95.0
1036789,EM-83,85.4
1035643,ED-29,57.6
1033598,RE-71,47.9
1034861,IM-19,59.7
1036965,PO-54,42.5
1033531,LC-19,37.0
1035119,ED-04,74.3
1035629,RE-42,53.9
1035807,TE-65,43.7
1032291,NA-27,90.5
1032282,GT-28,43.4
1032590,SJ-05,98.7
1034171,PN-22,40.7
1036539,DE-05,76.3
1035887,GL-01,38.1
1033179,TO-74,40.0
1035126,CH-82,56.5
1032619,IM-12,57.3
1033912,IC-27,56.3
1036371,EC-80,66.1
1034021,EM-34,71.7
1034928,TE-52,36.9
1034111,RA-40,53.7
1035035,IM-10,84.8
1033492,CH-00,37.2
1033760,LC-19,85.8
1034804,TS-16,50.1
1032054,LC-09,77.8
1032895,ND-68,51.6
1032270,ED-89,62.8
1036198,TO-87,83.2
1035218,CH-45,67.2
1034146,ED-23,94.6
1036230,CL-83,92.5
1035118,GT-17,36.1
1033501,GL-55,61.6
1036452,OL-16,91.6
1035087,ED-80,33.6
1035594,NA-74,82.1
1032679,RE-06,82.0
1032227,TS-67,42.7
1036989,RS-51,40.9
1034659,NG-82,31.3
1032203,DE-95,36.4
1035208,CH-26,96.2
1033871,LS-34,59.3
1034969,ND-41,93.2
1035858,NA-47,44.0
1036142,AT-14,70.9
1036270,RE-18,74.4
1032594,ED-15,92.6
1032191,MT-92,60.9
1036350,TS-30,82.2
1035389,PO-57,76.6
1035461,TE-57,84.2
1033215,GT-20,44.2
1035978,DE-95,47.5
1035735,SJ-31,74.2
1034235,MD-13,57.0
1036513,GL-18,49.6
1036801,TE-26,98.6
1032685,DE-05,39.0
1036859,IM-23,87.0
1035051,ME-30,54.1
1036463,RE-35,46.3
1035711,YS-03,86.5
1034062,TS-77,98.5
1036909,LC-61,57.1
1032520,CH-09,49.8
1033656,CH-21,48.3
1032808,SS-17,55.9
1032832,SS-17,31.4
1033639,OM-89,80.6
1033127,SM-68,99.5
1034239,FT-86,80.5
1033207,LI-09,92.0
1033918,RS-22,99.1
1033505,WS-67,95.6
1032560,LC-58,47.4
1034472,MP-31,53.9
1032557,EC-01,99.8
1032085,EM-15,30.8
1033318,MT-28,94.2
1036251,NG-78,72.1
1032820,MP-08,94.3
1034202,TS-70,53.6
1033065,LI-88,94.4
1035473,TS-19,32.4
1033645,TS-51,56.2
1034399,LC-27,53.5
1035155,EM-80,72.1
1034801,PO-51,65.8
1034131,FT-49,99.5
1032331,SJ-35,61.5
1034470,DE-84,91.0
1036275,YS-37,54.3
1032990,CH-93,83.1
1034724,ED-60,70.1
1035903,EC-80,44.9
1035129,TE-58,94.3
1032226,TS-19,41.4
1035326,OL-51,40.7
1036081,ME-13,56.3
1033082,FT-10,40.8
1036590,CH-42,78.6
1032445,ED-77,37.4
1032716,OM-88,80.3
1035703,CP-86,93.3
1033956,FT-20,76.8
1033741,TH-55,71.5
1033885,SP-61,39.4
1036272,EM-41,92.3
1034523,PO-32,69.5
1036034,ND-12,82.3
1033759,AN-92,41.8
1036568,GT-17,33.0
1036192,GT-30,97.7
1034295,ND-85,33.5
1034359,SJ-38,47.1
1033504,SM-36,31.8
1033638,DE-11,77.5
1036094,GL-88,69.0
1033592,SJ-50,77.4
1033594,NG-15,86.6
1033624,IM-34,55.1
1033662,TO-11,86.7
1036613,TE-10,97.6
1033648,DE-90,53.1
1034244,FT-00,48.4
1036515,ED-95,63.9
1035218,TO-62,97.0
1035638,TE-44,73.2
1036198,TS-21,69.0
1033020,CH-95,36.9
1035006,ED-88,91.1
1035148,TS-12,47.8
1033797,OL-45,33.7
1032828,TS-76,67.6
1034134,LI-85,46.1
1034632,ED-35,65.1
1036458,TH-13,76.6
1035287,SJ-91,84.1
1035432,BH-36,33.5
1032971,TH-23,45.3
1033777,EM-15,84.7
1032862,YS-32,42.8
1033397,SM-08,77.9
1033182,EM-62,66.3
1035773,TO-08,95.1
1036960,CH-36,43.5
1034514,CH-37,74.1
1032568,TE-16,90.1
1034561,NA-72,50.4
1032343,RS-33,69.9
1032272,GL-16,49.7
1032209,LC-07,97.4
1036987,NA-59,39.4
1036026,LS-08,30.6
1036537,CL-08,43.7
1036766,RS-56,39.4
1033331,SM-33,31.8
1036748,ED-89,44.5
1034287,FT-25,39.3
1032948,ED-69,53.3
1033971,TO-68,92.3
1034203,EM-82,53.5
1033202,TH-57,85.3
1032586,CH-27,47.2
1035903,LC-72,88.0
1033076,LC-78,35.0
1033060,DE-94,68.3
1035982,YS-06,98.7
1032469,LS-87,68.4
1033154,MP-15,88.8
1036219,TH-17,44.1
1035107,SJ-25,69.3
1032738,EC-01,34.9
1033068,ND-72,51.1
1035702,WS-40,76.6
1033813,OM-09,85.1
1032324,MP-39,44.3
1035959,SM-53,66.3
1034764,EC-41,67.0
1035620,GL-96,85.4
1035425,LU-32,31.5
1035614,OL-52,92.1
1033907,MP-26,70.0
1036464,EM-10,94.7
1032327,LC-81,38.1
1034382,MD-00,73.1
1035874,OL-59,81.2
1033442,EM-59,39.4
1036415,IM-18,45.9
1035344,IM-26,37.0
1035569,EC-90,37.2
1036546,CH-71,90.5
1035069,CH-37,93.3
1035307,ED-36,45.6
1036082,IC-25,45.1
1033636,MP-13,67.8
1033555,OL-40,69.8
1035524,MA-22,74.4
1036761,MA-42,58.3
1033363,EC-47,93.6
1033843,MA-39,41.8
1036825,TO-81,38.3
1035334,IM-34,60.4
1032472,OM-16,94.4
1034800,ED-53,37.9
1036218,IM-60,98.4
1033995,RS-38,48.0
1034404,NA-36,81.1
1034453,SS-28,61.7
1033447,SM-51,58.1
1035082,TE-93,38.2
1036764,LC-92,75.7
1033889,WS-13,67.2
1034290,SM-44,92.3
1034308,DE-59,83.5
1036720,ED-42,93.3
1032415,EM-41,38.6
1036208,CL-04,89.4
1036819,TH-17,37.2
1032313,FT-29,36.9
1036769,SJ-15,73.5
1036006,BH-25,47.1
1032091,OL-93,67.0
1032441,IC-92,46.6
1032417,NG-15,95.1
1033487,EM-48,64.5
1034569,IM-45,97.0
1033932,SJ-28,53.3
1033435,OM-88,65.8
1032852,WS-04,77.8
1034331,SJ-13,82.2
1036359,GT-27,54.7
1035842,NA-27,41.8
1033214,TH-87,81.6
1033895,RE-82,54.3
1035332,TE-77,35.8
1036689,PO-41,51.5
1036597,SJ-05,64.3
1032433,RS-22,53.2
1034498,TL-83,93.5
1034826,NG-82,92.9
1034357,MP-26,68.6
1033950,SM-63,81.0
1036172,ME-40,97.7
1035787,SJ-25,75.4
1035353,RE-60,52.7
1036832,TE-77,80.1
1035556,MA-38,39.9
1034135,TR-81,59.4
1034011,RE-36,42.9
1033095,RE-59,65.7
1035579,DE-15,92.8
1036630,TH-05,50.3
1034418,LS-11,80.0
1035458,RE-59,36.9
1034351,ED-19,39.3
1032595,TH-33,37.3
1033369,PN-04,86.9
1036797,ME-48,56.7
1033732,MP-62,94.5
1035846,RS-38,78.8
1035478,TE-95,98.2
1036218,TE-56,48.1
1036731,GL-58,73.0
1033892,LC-10,35.4
1036684,GT-20,70.4
1036852,CH-78,48.1
1036324,CL-11,92.0
1032836,SM-86,82.7
1036971,TE-60,82.4
1032300,ND-66,31.5
1035193,VL-62,49.7
1033553,YS-14,95.2
1032091,WS-28,84.3
1036244,NA-72,78.5
1034789,EC-16,89.5
1033205,GL-04,99.6
1035827,MP-48,32.8
1034909,TE-35,61.8
1032329,ND-57,76.3
1036327,EC-75,31.7
1036197,EM-44,60.5
1035992,TH-57,85.8
1033157,SJ-03,40.7
1033584,YS-45,72.5
1036178,WS-57,36.8
1033334,EC-66,85.8
1036222,SM-53,39.3
1034557,GL-33,62.9
1034731,WS-07,97.9
1032549,GT-50,87.3
1033565,CH-26,85.8
1036796,WS-34,97.9
1036956,CH-24,47.7
1036224,AT-17,88.6
1034085,YS-86,92.3
1032282,LI-83,83.1
1036850,LC-81,62.5
1032077,TE-49,96.8
1036230,LC-86,64.6
1035894,YS-69,55.5
1035822,SM-73,43.4
1032985,IM-45,55.0
1034301,RM-47,78.2
1033560,IM-16,41.5
1032335,IM-42,34.4
1033108,TE-58,35.2
1035359,EM-58,69.2
1034612,EC-21,35.0
1034202,RE-53,76.0
1033119,DE-24,86.1
1035110,ED-50,69.7
1036600,LI-85,75.2
1035769,EM-32,53.9
1032839,AT-96,56.1
1034924,WS-28,79.7
1032067,AU-09,44.9
1036482,ED-88,50.3
1034755,TE-91,32.0
1036095,PN-83,71.0
1034931,TH-88,71.9
1036139,RM-30,67.9
1034285,DE-14,34.9
1034610,TH-80,97.8
1034359,CL-38,87.3
1034189,NG-84,49.9
1035161,ED-80,54.3
1032875,RE-48,90.2
1036360,CH-82,68.6
1035480,EC-22,48.2
1036273,TH-40,54.7
1036915,AN-00,52.2
1036511,ED-21,40.2
1036167,EM-34,46.1
1036512,OL-40,40.0
1035979,TL-83,48.9
1035186,TL-83,95.6
1035996,EC-92,70.1
1035067,SP-70,92.2
1032752,TS-91,71.9
1036598,TO-89,38.7
1036142,NA-30,75.6
1032546,MA-16,61.3
1034722,SJ-15,43.9
1036829,LS-11,83.7
1034769,LS-46,98.9
1036907,LI-06,49.5
1034128,EM-81,77.2
1035516,LI-13,51.7
1032882,MP-40,74.5
1032510,TS-46,88.6
1033268,RE-02,43.8
1036338,MD-13,61.3
1032227,MD-84,88.3
1032489,YS-84,33.3
1036546,LC-27,88.0
1036111,NG-84,96.8
1034448,PO-32,66.9
1033266,ND-30,52.7
1035430,GL-89,45.1
1035553,SS-26,57.0
1033698,MP-33,32.6
1034643,FT-83,38.1
1035887,MP-43,34.2
1034158,EM-55,33.1
1034421,RE-17,42.7
1034419,GL-88,90.9
1032195,TE-50,50.7
1033833,NA-38,51.7
1035708,EC-07,99.1
1035825,ED-34,55.5
1034333,RA-41,43.8
1035072,RE-47,70.2
1032655,GT-42,50.5
1033475,YS-73,40.1
1035629,EC-87,87.2
1036686,GT-23,94.1
1032938,GL-72,59.5
1035120,DE-05,68.0
1033752,ED-27,68.7
1032984,LC-08,42.1
1034532,ED-09,45.6
1033084,ND-03,30.3
1032866,SJ-38,43.5
1036423,SM-51,58.6
1032261,ME-09,55.3
1035348,TE-44,93.9
1033599,OL-42,92.4
1032993,MD-21,89.8
1036327,RE-03,53.5
1036483,DE-82,88.4
1033521,GT-28,40.4
1032348,CL-20,87.9
1032678,TE-44,38.5
1033965,LC-19,62.5
1035747,TH-35,45.3
1032260,ED-30,80.1
1033114,SJ-72,87.1
1035931,IM-34,89.2
1034562,TE-31,64.7
1033003,EM-15,56.7
1036053,EC-75,81.1
1032821,TO-62,95.2
1035226,SJ-74,57.6
1032907,CH-26,32.0
1033016,IM-75,90.5
1032864,PN-73,50.1
1034623,CH-79,36.4
1034899,PO-54,38.1
1034471,RE-42,85.4
1034305,EC-19,93.8
1032991,AN-91,73.1
1034093,TS-19,62.6
1033693,ED-84,84.9
1033693,ED-96,47.5
1034713,TH-12,38.5
1032903,ED-90,48.5
1033554,SJ-10,89.0
1035555,MA-42,37.2
1034840,TS-19,77.2
1036442,OL-58,58.7
1036046,DE-39,61.1
1033521,TH-63,44.7
1032430,DE-03,93.7
1035052,PO-75,76.7
1032850,OL-58,60.6
1034599,MA-22,65.5
1035434,CH-76,99.3
1034365,TE-58,93.5
1034815,TO-17,66.0
1033238,ED-42,62.1
1034630,SJ-03,57.3
1032715,NA-01,34.7
1034649,SJ-04,78.8
1032612,TO-11,75.2
1035729,SM-42,30.4
1034153,DE-20,33.4
1034459,IM-35,48.1
1032983,LI-79,86.4
1036734,ME-09,58.6
1036440,YS-39,35.6
1036538,TH-76,71.5
1033495,CH-30,89.1
1034237,EC-35,38.5
1033819,MP-37,61.0
1034637,YS-37,49.0
1035823,FT-37,63.8
1034712,DE-60,63.9
1033305,SP-16,47.8
1033753,MP-22,40.7
1033734,SJ-41,56.8
1036697,TO-13,34.9
1033218,TS-83,88.7
1036050,OM-47,48.1
1036578,RE-14,84.4
1033379,PN-25,97.4
1033655,IM-05,86.9
1036500,PN-19,91.4
1034770,FT-35,39.1
1034512,ED-20,70.1
1033891,EN-87,72.2
1035259,IM-35,56.9
1035434,TE-35,33.3
1033598,ED-42,49.7
1032917,WS-20,69.6
1036326,GL-38,88.1
1036237,LC-12,71.0
1032615,ND-80,46.4
1032798,EM-62,81.2
1032974,GT-42,64.0
1034734,OL-28,64.6
1032086,SJ-08,80.7
1033754,ED-12,96.9
1034433,PO-77,56.9
1035674,FT-03,98.8
1034153,AT-63,64.1
1035047,PO-77,61.5
1033024,AN-94,80.4
1034917,WS-40,30.5
1033080,RE-03,35.7
1033636,DE-95,84.6
1034438,RS-51,40.8
1033763,SM-01,83.7
1032836,MP-47,39.2
1033998,LS-10,39.6
1036517,NA-19,82.2
1036427,EC-63,49.3
1033310,ED-38,73.7
1032293,CH-20,94.4
1034905,LS-40,58.5
1034473,CH-63,35.3
1036805,NG-23,73.7
1034557,MT-05,86.5
1035475,MA-45,93.4
1036252,MP-03,86.1
1034973,EC-81,43.7
1033245,MD-06,94.1
1034563,TE-45,45.3
1034695,DE-90,45.9
1036539,LI-83,36.0
1035489,TE-34,81.7
1034977,RE-08,74.7
1036762,NG-82,69.0
1033797,MD-81,84.6
1034264,TH-45,39.2
1032383,NG-18,96.1
1033558,BH-36,62.1
1036317,TL-58,41.1
1034901,SM-59,48.3
1032156,PO-54,97.2
1035109,FT-14,72.8
1036980,RS-21,77.2
1034228,MT-10,49.3
1032528,RE-39,49.5
1033980,CH-17,31.8
1034983,VL-84,64.7
1033439,RE-96,55.6
1034486,AN-61,94.4
1034117,OM-10,68.3
1036831,ED-17,52.1
1035506,MP-48,67.7
1032512,SM-01,56.3
1035846,DE-20,99.7
1033925,WS-16,72.3
1034789,RE-02,56.8
1033670,IM-25,76.9
1037007,OM-88,32.6
1036618,GL-32,89.1
1032336,YS-06,72.9
1033520,ED-64,93.1
1032593,MA-39,66.7
1032114,ED-03,92.1
1032251,VL-19,97.7
1035294,SP-19,45.3
1033776,TS-77,96.4
1032868,IM-19,71.1
1034223,RE-59,79.5
1036383,SJ-72,42.4
1034896,TH-91,40.1
1034975,GT-79,71.9
1032898,SJ-36,78.5
1034121,LS-62,49.2
1036796,ND-80,39.7
1036101,NG-05,96.2
1036886,LC-48,38.1
1036431,NA-86,42.9
1032827,CL-11,84.6
1035459,TS-12,91.1
1036359,EC-52,91.6
1033910,SM-44,99.0
1033402,NG-30,91.0
1036092,WS-81,50.1
1034429,NA-47,48.7
1032363,ED-25,45.7
1034494,DE-93,92.5
1032755,GL-39,85.5
1034710,LS-37,80.5
1036458,ND-80,98.2
1036059,YS-19,51.9
1032524,CL-83,63.3
1036643,RS-50,95.7
1034935,CL-32,36.9
1035103,SM-88,71.8
1036875,TH-48,44.5
1033193,IM-08,79.4
1032956,RS-35,84.3
1033019,YS-55,83.7
1036101,EM-56,84.7
1033632,LC-19,51.2
1032013,ED-49,77.1
1035328,NA-25,59.6
1033684,CL-23,77.6
1033846,FT-29,37.8
1032156,EC-66,98.5
1035952,RM-80,70.2
1032302,CH-10,48.5
1036635,EC-18,77.3
1036164,GL-58,78.1
1036730,TS-70,42.0
1034939,ND-85,71.8
1035147,YS-36,42.7
1033279,ED-08,90.9
1033707,RE-42,59.5
1036918,TS-85,56.5
1034070,CH-57,93.5
1036750,MP-25,66.6
1033751,RM-77,95.4
1036895,GL-00,43.0
1034925,EM-81,62.0
1033301,NA-47,42.5
1036552,NA-01,35.1
1035915,LC-13,62.5
1032767,ND-32,42.6
1035683,ND-50,58.4
1034977,LC-58,62.9
1033487,CL-83,49.4
1036215,IM-32,89.8
1035239,NG-14,43.8
1032284,RE-16,100.0
1036409,LI-70,72.5
1034446,EM-07,67.4
1034126,TE-84,38.3
1035998,IM-29,90.2
1036258,TH-14,91.5
1032344,OL-50,75.0
1035857,EM-07,56.9
1033284,EC-84,94.0
1036553,GT-66,74.2
1034217,MP-15,41.9
1033036,WS-70,48.9
1032154,ND-80,37.3
1033431,FT-46,63.9
1035077,LC-85,96.3
1032302,ED-00,31.9
1034271,SP-94,65.1
1035378,MP-45,57.5
1033569,TH-82,78.4
1032380,IM-23,45.8
1036345,GL-15,95.2
1036862,OL-58,95.5
1034439,OM-79,40.4
1032749,EC-63,42.8
1033568,MD-15,33.3
1032709,NA-93,34.9
1033283,MA-42,78.9
1033091,LC-92,51.0
1034133,CH-18,58.0
1032447,FT-32,47.4
1034897,AC-08,98.9
1033135,RM-01,70.1
1036699,YS-11,40.2
1034430,CH-37,37.4
1036932,LS-10,84.1
1034037,TO-02,92.3
1035357,NA-86,57.7
1032622,TS-22,69.4
1032791,RM-44,43.5
1033608,CH-76,31.9
1035802,GL-91,33.5
1034555,TS-21,45.6
1034151,ED-53,81.1
1034850,DE-71,93.5
1033341,TH-13,37.9
1033708,CL-12,96.7
1034266,CL-05,45.7
1032782,OL-93,89.4
1033128,NG-84,94.4
1032202,ED-64,32.5
1034478,TS-94,99.1
1035113,EM-33,40.7
1036413,ED-39,48.6
1034228,TS-12,34.8
1033072,TO-16,94.2
1033404,EM-30,53.4
1032775,RS-32,85.0
1033613,OM-76,99.0
1032019,PO-17,61.8
1035604,TE-60,93.3
1033711,EA-24,89.1
1033027,LC-07,50.7
1035981,RM-35,42.0
1036484,FT-84,48.0
1036573,EM-89,84.3
1035157,LC-77,88.1
1032526,SJ-42,78.6
1034834,SP-13,72.1
1034814,BH-22,64.5
1035099,CH-79,51.9
1035831,IC-77,51.6
1036753,IM-63,30.4
1036932,RS-92,66.1
1035489,GL-00,85.4
1032798,TS-51,88.9
1032802,TO-44,68.2
1034847,MP-15,93.1
1035992,WS-00,96.8
1034684,CH-23,55.1
1034799,SM-26,78.9
1035955,PO-54,80.7
1036122,CH-41,91.6
1035426,NA-47,69.1
1036676,GT-69,76.0
1034743,MD-81,93.8
1036649,TE-02,82.6
1035384,TS-16,55.1
1036975,FT-09,63.0
1035707,GL-09,42.4
1033664,SM-71,62.7
1034464,TS-67,57.0
1034707,GT-47,79.4
1033000,YS-36,49.1
1036216,OL-52,86.8
1034470,SP-19,51.7
1035668,TR-86,42.5
1034354,PO-57,40.9
1034178,TH-12,46.0
1035227,MP-46,94.7
1036284,TE-93,85.0
1035317,SM-06,60.8
1034256,GL-33,61.0
1036149,GT-88,71.4
1036741,MP-07,79.0
1032369,PO-51,79.5
1032457,RE-39,56.0
1033187,BH-25,51.9
1035846,VL-58,31.2
1036840,DE-95,45.6
1036028,TH-73,45.9
1032237,CH-88,82.6
1034380,ND-83,89.6
1034857,MP-01,34.2
1032108,CH-75,78.8
1033990,TO-62,39.5
1034786,NG-82,36.7
1033322,LI-82,74.6
1036751,SJ-36,86.8
1035760,CH-24,36.4
1033883,RE-44,43.2
1036121,NG-93,74.0
1035328,TH-85,46.6
1033304,CH-95,61.3
1036916,AN-26,57.7
1034251,EC-81,48.5
1032244,AT-96,91.1
1033580,IM-75,78.6
1035430,TE-44,72.4
1034526,SP-58,77.2
1033146,DE-47,90.0
1034539,GT-91,49.2
1035661,RS-48,46.2
1035241,OM-76,68.9
1033730,RE-71,59.0
1035902,GL-03,31.0
1033956,IC-27,35.3
1034485,NA-36,78.2
1032666,CL-57,58.1
1033091,MP-41,57.9
1033176,TS-16,45.0
1036333,IM-48,80.6
1036084,NG-17,99.7
1036549,NA-35,65.8
1036758,TL-46,43.8
1034775,RE-59,85.4
1033667,NG-04,55.1
1035484,LI-83,52.9
1036637,SJ-28,38.7
1034920,CH-06,86.4
1035547,LC-82,77.7
1034223,GL-55,42.9
1032284,MP-90,79.8
1033359,TL-46,82.8
1032269,YS-31,98.6
1035828,MT-10,47.6
1032690,LS-28,70.0
1036072,EC-52,34.9
1033284,SM-33,85.2
1034370,DE-38,52.7
1035463,NG-09,51.4
1034411,LI-90,35.1
1032896,RE-41,61.9
1033315,GT-76,81.1
1033934,DE-02,81.8
1034027,GT-11,60.5
1034483,IM-43,32.4
1032931,TH-58,37.8
1036845,SE-59,35.5
1032615,CH-57,97.6
1033814,SM-56,40.1
1032408,GT-42,55.7
1033160,RA-34,63.3
1034729,RE-51,99.3
1035652,WS-44,51.4
1035631,SM-85,82.3
1036440,ED-50,50.1
1034059,SJ-18,98.5
1034194,IM-96,89.1
1033698,ND-03,93.1
1032170,SM-67,89.5
1035864,TS-44,34.9
1035027,ED-34,66.2
1034932,PO-71,82.0
1035201,ED-67,41.2
1035669,DE-09,46.2
1032739,EC-65,66.3
1032207,MD-81,99.4
1035994,MP-35,80.4
1036972,LC-82,78.5
1035646,LC-91,83.0
1034969,RE-50,79.0
1034026,SM-53,90.1
1034705,TS-44,62.7
1036665,LI-15,55.6
1034099,SM-80,65.5
1035064,ME-42,50.4
1036271,TH-35,60.0
1035226,TO-13,78.9
1034205,NG-79,93.3
1035292,RE-59,63.2
1035508,EC-51,54.2
1033159,WS-19,47.7
1033220,SJ-75,35.1
1036040,EM-96,58.0
1036452,MP-76,98.4
1035557,RE-12,99.0
1035017,TS-76,91.5
1033125,ND-48,68.5
1032487,PO-35,80.6
1032043,AN-43,82.3
1032788,MA-89,59.8
1032056,CH-23,65.2
1033951,ED-61,74.4
1034404,RE-21,87.7
1033066,SJ-36,42.1
1032767,GL-03,59.0
1032914,CL-22,76.1
1034949,LC-16,56.3
1036287,OL-29,50.9
1032804,LC-33,35.2
1035500,SM-10,49.3
1033583,EC-15,84.1
1032080,CH-65,52.2
1032450,WS-73,76.4
1032415,WS-52,56.7
1035018,IM-95,42.1
1035076,PO-35,38.8
1033166,ND-60,86.6
1036988,OL-50,77.4
1035683,TS-06,97.6
1032895,ME-56,32.4
1035089,SJ-25,30.3
1035533,SJ-25,32.5
1036637,NG-92,58.4
1034973,TE-39,97.4
1033388,ED-19,86.3
1035132,EM-43,76.8
1036971,LC-83,35.7
1036365,TO-16,51.5
1032669,EM-80,35.6
1036166,RE-41,60.6
1034723,OM-43,93.5
1034222,ND-90,38.4
1036084,MD-84,57.1
1036855,OM-06,38.3
1033208,IM-47,49.9
1035202,TE-22,79.9
1034324,NA-32,92.5
1036138,CH-07,70.8
1035174,CH-68,66.0
1034918,TE-44,47.4
1033421,YS-48,88.9
1034739,RE-60,40.3
1036873,RS-22,45.2
1035280,RE-54,70.5
1036466,CH-60,84.5
1033901,YS-52,54.4
1036780,TH-23,97.3
1036072,GT-45,94.1
1033660,TL-52,31.1
1036438,TS-50,69.7
1033176,TS-70,97.4
1034298,GT-95,53.7
1035396,SP-91,38.2
1034048,NG-89,39.4
1032478,GT-88,87.9
1036900,RE-47,78.9
1032181,MP-47,70.4
1033734,FT-72,84.8
1033874,TH-18,33.7
1032503,RA-50,56.8
1034794,PO-80,70.1
1035806,OM-76,91.4
1036341,SJ-61,40.7
1032712,CH-57,81.7
1036469,TE-13,65.3
1033865,LC-82,74.2
1032585,NG-73,76.5
1034346,NG-87,49.3
1032670,EM-15,47.7
1034196,LI-06,93.5
1036959,LC-55,43.5
1035954,NG-73,83.3
1033790,IC-92,47.2
1033837,SJ-10,47.8
1033926,TH-87,56.3
1034897,GT-19,98.0
1033991,SJ-37,41.5
1032942,NG-08,68.2
1036463,IC-92,46.2
1033404,EC-22,77.7
1032236,ND-30,80.8
1033658,EM-27,84.3
1035078,EM-09,33.4
1032470,DE-93,37.3
1035430,LI-76,51.5
1035850,YS-19,54.9
1033960,CH-89,80.9
1035077,OM-79,92.9
1035490,TE-22,67.6
1036638,TE-52,86.9
